pair,proximity,mode,subject,accuracy_pooled,kappa,f1_macro,sensitivity,specificity,tp,tn,fp,fn,n,accuracy_foldmean
WAA/EPS,adjacent,raw,16,48.75,-0.025,48.6778,52.5,45.0,21.0,18.0,22.0,19.0,80.0,48.75
WAA/EPS,adjacent,raw,17,50.0,0.0,49.4949,60.0,40.0,24.0,16.0,24.0,16.0,80.0,50.0
WAA/EPS,adjacent,raw,18,61.25,0.225,60.951,52.5,70.0,21.0,28.0,12.0,19.0,80.0,61.25
WAA/EPS,adjacent,cwt,1,55.5556,0.1111,55.5336,53.3333,57.7778,24.0,26.0,19.0,21.0,90.0,55.5556
WAA/EPS,adjacent,cwt,2,46.25,-0.075,46.2416,45.0,47.5,18.0,19.0,21.0,22.0,80.0,46.25
WAA/EPS,adjacent,cwt,3,38.75,-0.225,38.5098,32.5,45.0,13.0,18.0,22.0,27.0,80.0,38.75
WAA/EPS,adjacent,cwt,4,63.75,0.275,63.6078,70.0,57.5,28.0,23.0,17.0,12.0,80.0,63.75
WAA/EPS,adjacent,cwt,5,52.5,0.05,51.4066,37.5,67.5,15.0,27.0,13.0,25.0,80.0,52.5
WAA/EPS,adjacent,cwt,6,60.0,0.2,59.596,50.0,70.0,20.0,28.0,12.0,20.0,80.0,60.0
WAA/EPS,adjacent,cwt,7,52.5,0.05,52.381,57.5,47.5,23.0,19.0,21.0,17.0,80.0,52.5
WAA/EPS,adjacent,cwt,8,56.25,0.125,55.6892,67.5,45.0,27.0,18.0,22.0,13.0,80.0,56.25
WAA/EPS,adjacent,cwt,9,48.75,-0.025,48.742,50.0,47.5,20.0,19.0,21.0,20.0,80.0,48.75
WAA/EPS,adjacent,cwt,10,40.0,-0.2,39.8496,45.0,35.0,18.0,14.0,26.0,22.0,80.0,40.0
WAA/EPS,adjacent,cwt,11,45.0,-0.1,44.4444,55.0,35.0,22.0,14.0,26.0,18.0,80.0,45.0
WAA/EPS,adjacent,cwt,12,46.25,-0.075,46.1743,42.5,50.0,17.0,20.0,20.0,23.0,80.0,46.25
WAA/EPS,adjacent,cwt,13,46.25,-0.075,46.1743,42.5,50.0,17.0,20.0,20.0,23.0,80.0,46.25
WAA/EPS,adjacent,cwt,14,62.5,0.25,62.5,62.5,62.5,25.0,25.0,15.0,15.0,80.0,62.5
WAA/EPS,adjacent,cwt,15,53.75,0.075,53.6849,57.5,50.0,23.0,20.0,20.0,17.0,80.0,53.75
WAA/EPS,adjacent,cwt,16,47.5,-0.05,46.9697,37.5,57.5,15.0,23.0,17.0,25.0,80.0,47.5
WAA/EPS,adjacent,cwt,17,45.0,-0.1,44.9656,47.5,42.5,19.0,17.0,23.0,21.0,80.0,45.0
WAA/EPS,adjacent,cwt,18,52.5,0.05,52.381,47.5,57.5,19.0,23.0,17.0,21.0,80.0,52.5
WAA/SAA,distant,raw,1,64.4444,0.2889,64.3741,60.0,68.8889,27.0,31.0,14.0,18.0,90.0,64.4444
WAA/SAA,distant,raw,2,57.5,0.15,57.4734,55.0,60.0,22.0,24.0,16.0,18.0,80.0,57.5
WAA/SAA,distant,raw,3,86.25,0.725,86.2479,85.0,87.5,34.0,35.0,5.0,6.0,80.0,86.25
WAA/SAA,distant,raw,4,87.5,0.75,87.4293,80.0,95.0,32.0,38.0,2.0,8.0,80.0,87.5
WAA/SAA,distant,raw,5,38.75,-0.225,38.6637,42.5,35.0,17.0,14.0,26.0,23.0,80.0,38.75
WAA/SAA,distant,raw,6,70.0,0.4,69.9248,65.0,75.0,26.0,30.0,10.0,14.0,80.0,70.0
WAA/SAA,distant,raw,7,75.0,0.5,74.8586,67.5,82.5,27.0,33.0,7.0,13.0,80.0,75.0
WAA/SAA,distant,raw,8,41.25,-0.175,41.2408,42.5,40.0,17.0,16.0,24.0,23.0,80.0,41.25
WAA/SAA,distant,raw,9,58.75,0.175,58.6919,55.0,62.5,22.0,25.0,15.0,18.0,80.0,58.75
WAA/SAA,distant,raw,10,52.5,0.05,51.746,40.0,65.0,16.0,26.0,14.0,24.0,80.0,52.5
WAA/SAA,distant,raw,11,57.5,0.15,57.3935,62.5,52.5,25.0,21.0,19.0,15.0,80.0,57.5
WAA/SAA,distant,raw,12,56.25,0.125,56.2432,55.0,57.5,22.0,23.0,17.0,18.0,80.0,56.25
WAA/SAA,distant,raw,13,46.25,-0.075,46.1743,42.5,50.0,17.0,20.0,20.0,23.0,80.0,46.25
WAA/SAA,distant,raw,14,62.5,0.25,62.406,57.5,67.5,23.0,27.0,13.0,17.0,80.0,62.5
WAA/SAA,distant,raw,15,42.5,-0.15,42.464,40.0,45.0,16.0,18.0,22.0,24.0,80.0,42.5
WAA/SAA,distant,raw,16,57.5,0.15,56.8254,70.0,45.0,28.0,18.0,22.0,12.0,80.0,57.5
WAA/SAA,distant,raw,17,63.75,0.275,63.699,67.5,60.0,27.0,24.0,16.0,13.0,80.0,63.75
WAA/SAA,distant,raw,18,78.75,0.575,78.6667,72.5,85.0,29.0,34.0,6.0,11.0,80.0,78.75
WAA/SAA,distant,cwt,1,67.7778,0.3556,67.5817,75.5556,60.0,34.0,27.0,18.0,11.0,90.0,67.7778
WAA/SAA,distant,cwt,2,38.75,-0.225,38.7404,37.5,40.0,15.0,16.0,24.0,25.0,80.0,38.75
WAA/SAA,distant,cwt,3,86.25,0.725,86.2306,82.5,90.0,33.0,36.0,4.0,7.0,80.0,86.25
WAA/SAA,distant,cwt,4,86.25,0.725,86.2479,87.5,85.0,35.0,34.0,6.0,5.0,80.0,86.25
WAA/SAA,distant,cwt,5,52.5,0.05,51.746,65.0,40.0,26.0,16.0,24.0,14.0,80.0,52.5
WAA/SAA,distant,cwt,6,73.75,0.475,73.713,70.0,77.5,28.0,31.0,9.0,12.0,80.0,73.75
WAA/SAA,distant,cwt,7,61.25,0.225,61.2439,60.0,62.5,24.0,25.0,15.0,16.0,80.0,61.25
WAA/SAA,distant,cwt,8,48.75,-0.025,48.6778,52.5,45.0,21.0,18.0,22.0,19.0,80.0,48.75
WAA/SAA,distant,cwt,9,71.25,0.425,71.1373,65.0,77.5,26.0,31.0,9.0,14.0,80.0,71.25
WAA/SAA,distant,cwt,10,67.5,0.35,67.3162,60.0,75.0,24.0,30.0,10.0,16.0,80.0,67.5
WAA/SAA,distant,cwt,11,56.25,0.125,56.2432,57.5,55.0,23.0,22.0,18.0,17.0,80.0,56.25
WAA/SAA,distant,cwt,12,52.5,0.05,52.381,47.5,57.5,19.0,23.0,17.0,21.0,80.0,52.5
WAA/SAA,distant,cwt,13,71.25,0.425,71.2455,70.0,72.5,28.0,29.0,11.0,12.0,80.0,71.25
WAA/SAA,distant,cwt,14,70.0,0.4,69.8303,77.5,62.5,31.0,25.0,15.0,9.0,80.0,70.0
WAA/SAA,distant,cwt,15,50.0,0.0,49.7172,57.5,42.5,23.0,17.0,23.0,17.0,80.0,50.0
WAA/SAA,distant,cwt,16,55.0,0.1,54.9719,52.5,57.5,21.0,23.0,17.0,19.0,80.0,55.0
WAA/SAA,distant,cwt,17,60.0,0.2,59.7737,67.5,52.5,27.0,21.0,19.0,13.0,80.0,60.0
WAA/SAA,distant,cwt,18,72.5,0.45,72.4311,77.5,67.5,31.0,27.0,13.0,9.0,80.0,72.5
WAA/SFE,distant,raw,1,58.8889,0.1778,58.8838,57.7778,60.0,26.0,27.0,18.0,19.0,90.0,58.8889
WAA/SFE,distant,raw,2,51.25,0.025,51.0588,57.5,45.0,23.0,18.0,22.0,17.0,80.0,51.25
WAA/SFE,distant,raw,3,81.25,0.625,81.2471,82.5,80.0,33.0,32.0,8.0,7.0,80.0,81.25
WAA/SFE,distant,raw,4,80.0,0.6,79.9499,75.0,85.0,30.0,34.0,6.0,10.0,80.0,80.0
WAA/SFE,distant,raw,5,48.1481,-0.0391,47.758,56.0976,40.0,23.0,16.0,24.0,18.0,81.0,48.3824
WAA/SFE,distant,raw,6,66.25,0.325,66.2025,62.5,70.0,25.0,28.0,12.0,15.0,80.0,66.25
WAA/SFE,distant,raw,7,63.75,0.275,63.4703,55.0,72.5,22.0,29.0,11.0,18.0,80.0,63.75
WAA/SFE,distant,raw,8,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
WAA/SFE,distant,raw,9,55.0,0.1,54.8872,50.0,60.0,20.0,24.0,16.0,20.0,80.0,55.0
WAA/SFE,distant,raw,10,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
WAA/SFE,distant,raw,11,68.75,0.375,68.706,65.0,72.5,26.0,29.0,11.0,14.0,80.0,68.75
WAA/SFE,distant,raw,12,46.25,-0.075,46.1743,50.0,42.5,20.0,17.0,23.0,20.0,80.0,46.25
WAA/SFE,distant,raw,13,66.25,0.325,66.1176,72.5,60.0,29.0,24.0,16.0,11.0,80.0,66.25
WAA/SFE,distant,raw,14,66.25,0.325,66.2025,62.5,70.0,25.0,28.0,12.0,15.0,80.0,66.25
WAA/SFE,distant,raw,15,46.25,-0.075,46.2416,45.0,47.5,18.0,19.0,21.0,22.0,80.0,46.25
WAA/SFE,distant,raw,16,48.75,-0.025,48.549,42.5,55.0,17.0,22.0,18.0,23.0,80.0,48.75
WAA/SFE,distant,raw,17,71.25,0.425,71.2095,75.0,67.5,30.0,27.0,13.0,10.0,80.0,71.25
WAA/SFE,distant,raw,18,75.0,0.5,74.9844,77.5,72.5,31.0,29.0,11.0,9.0,80.0,75.0
WAA/SFE,distant,cwt,1,52.2222,0.0444,52.1691,48.8889,55.5556,22.0,25.0,20.0,23.0,90.0,52.2222
WAA/SFE,distant,cwt,2,43.75,-0.125,43.6708,47.5,40.0,19.0,16.0,24.0,21.0,80.0,43.75
WAA/SFE,distant,cwt,3,72.5,0.45,72.4828,75.0,70.0,30.0,28.0,12.0,10.0,80.0,72.5
WAA/SFE,distant,cwt,4,81.25,0.625,81.2236,77.5,85.0,31.0,34.0,6.0,9.0,80.0,81.25
WAA/SFE,distant,cwt,5,61.7284,0.2338,61.6348,65.8537,57.5,27.0,23.0,17.0,14.0,81.0,61.6176
WAA/SFE,distant,cwt,6,61.25,0.225,61.2439,62.5,60.0,25.0,24.0,16.0,15.0,80.0,61.25
WAA/SFE,distant,cwt,7,57.5,0.15,57.3935,62.5,52.5,25.0,21.0,19.0,15.0,80.0,57.5
WAA/SFE,distant,cwt,8,47.5,-0.05,47.4672,50.0,45.0,20.0,18.0,22.0,20.0,80.0,47.5
WAA/SFE,distant,cwt,9,66.25,0.325,66.2447,65.0,67.5,26.0,27.0,13.0,14.0,80.0,66.25
WAA/SFE,distant,cwt,10,67.5,0.35,67.4185,62.5,72.5,25.0,29.0,11.0,15.0,80.0,67.5
WAA/SFE,distant,cwt,11,58.75,0.175,58.5882,65.0,52.5,26.0,21.0,19.0,14.0,80.0,58.75
WAA/SFE,distant,cwt,12,51.25,0.025,51.1813,47.5,55.0,19.0,22.0,18.0,21.0,80.0,51.25
WAA/SFE,distant,cwt,13,75.0,0.5,74.9373,70.0,80.0,28.0,32.0,8.0,12.0,80.0,75.0
WAA/SFE,distant,cwt,14,71.25,0.425,71.2095,67.5,75.0,27.0,30.0,10.0,13.0,80.0,71.25
WAA/SFE,distant,cwt,15,58.75,0.175,58.4317,67.5,50.0,27.0,20.0,20.0,13.0,80.0,58.75
WAA/SFE,distant,cwt,16,55.0,0.1,54.8872,60.0,50.0,24.0,20.0,20.0,16.0,80.0,55.0
WAA/SFE,distant,cwt,17,71.25,0.425,71.2095,67.5,75.0,27.0,30.0,10.0,13.0,80.0,71.25
WAA/SFE,distant,cwt,18,70.0,0.4,69.9812,72.5,67.5,29.0,27.0,13.0,11.0,80.0,70.0
WAA/SPS,distant,raw,1,64.4444,0.2889,64.4269,66.6667,62.2222,30.0,28.0,17.0,15.0,90.0,64.4444
WAA/SPS,distant,raw,2,58.75,0.175,58.4317,50.0,67.5,20.0,27.0,13.0,20.0,80.0,58.75
WAA/SPS,distant,raw,3,58.75,0.175,58.7436,60.0,57.5,24.0,23.0,17.0,16.0,80.0,58.75
WAA/SPS,distant,raw,4,88.75,0.775,88.7482,90.0,87.5,36.0,35.0,5.0,4.0,80.0,88.75
WAA/SPS,distant,raw,5,63.75,0.275,63.6078,57.5,70.0,23.0,28.0,12.0,17.0,80.0,63.75
WAA/SPS,distant,raw,6,48.75,-0.025,48.0931,37.5,60.0,15.0,24.0,16.0,25.0,80.0,48.75
WAA/SPS,distant,raw,7,63.75,0.275,63.0514,50.0,77.5,20.0,31.0,9.0,20.0,80.0,63.75
WAA/SPS,distant,raw,8,58.75,0.175,58.6919,55.0,62.5,22.0,25.0,15.0,18.0,80.0,58.75
WAA/SPS,distant,raw,9,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
WAA/SPS,distant,raw,10,68.75,0.375,68.7451,70.0,67.5,28.0,27.0,13.0,12.0,80.0,68.75
WAA/SPS,distant,raw,11,50.0,0.0,49.8747,55.0,45.0,22.0,18.0,22.0,18.0,80.0,50.0
WAA/SPS,distant,raw,12,63.75,0.275,63.4703,72.5,55.0,29.0,22.0,18.0,11.0,80.0,63.75
WAA/SPS,distant,raw,13,63.75,0.275,63.6078,70.0,57.5,28.0,23.0,17.0,12.0,80.0,63.75
WAA/SPS,distant,raw,14,66.25,0.325,66.2025,62.5,70.0,25.0,28.0,12.0,15.0,80.0,66.25
WAA/SPS,distant,raw,15,48.75,-0.025,48.742,50.0,47.5,20.0,19.0,21.0,20.0,80.0,48.75
WAA/SPS,distant,raw,16,62.5,0.25,62.406,67.5,57.5,27.0,23.0,17.0,13.0,80.0,62.5
WAA/SPS,distant,raw,17,61.25,0.225,61.2439,60.0,62.5,24.0,25.0,15.0,16.0,80.0,61.25
WAA/SPS,distant,raw,18,60.0,0.2,59.8997,55.0,65.0,22.0,26.0,14.0,18.0,80.0,60.0
WAA/SPS,distant,cwt,1,58.8889,0.1778,58.7616,64.4444,53.3333,29.0,24.0,21.0,16.0,90.0,58.8889
WAA/SPS,distant,cwt,2,43.75,-0.125,43.316,35.0,52.5,14.0,21.0,19.0,26.0,80.0,43.75
WAA/SPS,distant,cwt,3,61.25,0.225,61.2439,60.0,62.5,24.0,25.0,15.0,16.0,80.0,61.25
WAA/SPS,distant,cwt,4,86.25,0.725,86.1961,92.5,80.0,37.0,32.0,8.0,3.0,80.0,86.25
WAA/SPS,distant,cwt,5,58.75,0.175,58.5882,52.5,65.0,21.0,26.0,14.0,19.0,80.0,58.75
WAA/SPS,distant,cwt,6,57.5,0.15,57.4734,60.0,55.0,24.0,22.0,18.0,16.0,80.0,57.5
WAA/SPS,distant,cwt,7,58.75,0.175,58.7436,60.0,57.5,24.0,23.0,17.0,16.0,80.0,58.75
WAA/SPS,distant,cwt,8,48.75,-0.025,48.3546,40.0,57.5,16.0,23.0,17.0,24.0,80.0,48.75
WAA/SPS,distant,cwt,9,65.0,0.3,65.0,65.0,65.0,26.0,26.0,14.0,14.0,80.0,65.0
WAA/SPS,distant,cwt,10,76.25,0.525,76.2463,77.5,75.0,31.0,30.0,10.0,9.0,80.0,76.25
WAA/SPS,distant,cwt,11,46.25,-0.075,45.8353,55.0,37.5,22.0,15.0,25.0,18.0,80.0,46.25
WAA/SPS,distant,cwt,12,55.0,0.1,55.0,55.0,55.0,22.0,22.0,18.0,18.0,80.0,55.0
WAA/SPS,distant,cwt,13,61.25,0.225,61.2439,62.5,60.0,25.0,24.0,16.0,15.0,80.0,61.25
WAA/SPS,distant,cwt,14,67.5,0.35,67.4185,62.5,72.5,25.0,29.0,11.0,15.0,80.0,67.5
WAA/SPS,distant,cwt,15,50.0,0.0,49.8747,55.0,45.0,22.0,18.0,22.0,18.0,80.0,50.0
WAA/SPS,distant,cwt,16,62.5,0.25,62.406,57.5,67.5,23.0,27.0,13.0,17.0,80.0,62.5
WAA/SPS,distant,cwt,17,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
WAA/SPS,distant,cwt,18,66.25,0.325,66.1176,60.0,72.5,24.0,29.0,11.0,16.0,80.0,66.25
WFE/EFE,adjacent,raw,1,52.2222,0.0444,52.0743,46.6667,57.7778,21.0,26.0,19.0,24.0,90.0,52.2222
WFE/EFE,adjacent,raw,2,55.0,0.1,54.8872,60.0,50.0,24.0,20.0,20.0,16.0,80.0,55.0
WFE/EFE,adjacent,raw,3,61.25,0.225,61.2439,62.5,60.0,25.0,24.0,16.0,15.0,80.0,61.25
WFE/EFE,adjacent,raw,4,58.75,0.175,58.5882,52.5,65.0,21.0,26.0,14.0,19.0,80.0,58.75
WFE/EFE,adjacent,raw,5,50.0,0.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,80.0,50.0
WFE/EFE,adjacent,raw,6,58.75,0.175,58.5882,52.5,65.0,21.0,26.0,14.0,19.0,80.0,58.75
WFE/EFE,adjacent,raw,7,66.25,0.325,66.2447,67.5,65.0,27.0,26.0,14.0,13.0,80.0,66.25
WFE/EFE,adjacent,raw,8,52.5,0.05,52.381,57.5,47.5,23.0,19.0,21.0,17.0,80.0,52.5
WFE/EFE,adjacent,raw,9,57.5,0.15,57.4734,60.0,55.0,24.0,22.0,18.0,16.0,80.0,57.5
WFE/EFE,adjacent,raw,10,68.75,0.375,68.7451,67.5,70.0,27.0,28.0,12.0,13.0,80.0,68.75
WFE/EFE,adjacent,raw,11,53.75,0.075,53.7428,55.0,52.5,22.0,21.0,19.0,18.0,80.0,53.75
WFE/EFE,adjacent,raw,12,52.5,0.05,52.4703,55.0,50.0,22.0,20.0,20.0,18.0,80.0,52.5
WFE/EFE,adjacent,raw,13,45.0,-0.1,43.734,60.0,30.0,24.0,12.0,28.0,16.0,80.0,45.0
WFE/EFE,adjacent,raw,14,58.75,0.175,58.4317,67.5,50.0,27.0,20.0,20.0,13.0,80.0,58.75
WFE/EFE,adjacent,raw,15,47.5,-0.05,46.9697,57.5,37.5,23.0,15.0,25.0,17.0,80.0,47.5
WFE/EFE,adjacent,raw,16,66.25,0.325,65.8174,55.0,77.5,22.0,31.0,9.0,18.0,80.0,66.25
WFE/EFE,adjacent,raw,17,42.5,-0.15,42.464,45.0,40.0,18.0,16.0,24.0,22.0,80.0,42.5
WFE/EFE,adjacent,raw,18,51.25,0.025,51.2424,52.5,50.0,21.0,20.0,20.0,19.0,80.0,51.25
WFE/EFE,adjacent,cwt,1,54.4444,0.0889,54.1672,62.2222,46.6667,28.0,21.0,24.0,17.0,90.0,54.4444
WFE/EFE,adjacent,cwt,2,50.0,0.0,49.7172,57.5,42.5,23.0,17.0,23.0,17.0,80.0,50.0
WFE/EFE,adjacent,cwt,3,50.0,0.0,49.8747,45.0,55.0,18.0,22.0,18.0,22.0,80.0,50.0
WFE/EFE,adjacent,cwt,4,72.5,0.45,72.4311,67.5,77.5,27.0,31.0,9.0,13.0,80.0,72.5
WFE/EFE,adjacent,cwt,5,56.25,0.125,55.9125,65.0,47.5,26.0,19.0,21.0,14.0,80.0,56.25
WFE/EFE,adjacent,cwt,6,50.0,0.0,49.4949,60.0,40.0,24.0,16.0,24.0,16.0,80.0,50.0
WFE/EFE,adjacent,cwt,7,62.5,0.25,62.5,62.5,62.5,25.0,25.0,15.0,15.0,80.0,62.5
WFE/EFE,adjacent,cwt,8,60.0,0.2,59.975,57.5,62.5,23.0,25.0,15.0,17.0,80.0,60.0
WFE/EFE,adjacent,cwt,9,65.0,0.3,64.9123,70.0,60.0,28.0,24.0,16.0,12.0,80.0,65.0
WFE/EFE,adjacent,cwt,10,61.25,0.225,61.2439,60.0,62.5,24.0,25.0,15.0,16.0,80.0,61.25
WFE/EFE,adjacent,cwt,11,46.25,-0.075,46.0392,52.5,40.0,21.0,16.0,24.0,19.0,80.0,46.25
WFE/EFE,adjacent,cwt,12,52.5,0.05,52.2313,60.0,45.0,24.0,18.0,22.0,16.0,80.0,52.5
WFE/EFE,adjacent,cwt,13,50.0,0.0,49.8747,55.0,45.0,22.0,18.0,22.0,18.0,80.0,50.0
WFE/EFE,adjacent,cwt,14,61.25,0.225,61.1954,65.0,57.5,26.0,23.0,17.0,14.0,80.0,61.25
WFE/EFE,adjacent,cwt,15,47.5,-0.05,46.2916,62.5,32.5,25.0,13.0,27.0,15.0,80.0,47.5
WFE/EFE,adjacent,cwt,16,56.25,0.125,56.1884,52.5,60.0,21.0,24.0,16.0,19.0,80.0,56.25
WFE/EFE,adjacent,cwt,17,52.5,0.05,52.4703,50.0,55.0,20.0,22.0,18.0,20.0,80.0,52.5
WFE/EFE,adjacent,cwt,18,53.75,0.075,53.7428,52.5,55.0,21.0,22.0,18.0,19.0,80.0,53.75
WFE/EPS,adjacent,raw,1,50.0,0.0,49.9444,53.3333,46.6667,24.0,21.0,24.0,21.0,90.0,50.0
WFE/EPS,adjacent,raw,2,53.75,0.075,53.7428,52.5,55.0,21.0,22.0,18.0,19.0,80.0,53.75
WFE/EPS,adjacent,raw,3,62.5,0.25,62.406,57.5,67.5,23.0,27.0,13.0,17.0,80.0,62.5
WFE/EPS,adjacent,raw,4,62.5,0.25,62.2879,55.0,70.0,22.0,28.0,12.0,18.0,80.0,62.5
WFE/EPS,adjacent,raw,5,42.5,-0.15,42.5,42.5,42.5,17.0,17.0,23.0,23.0,80.0,42.5
WFE/EPS,adjacent,raw,6,55.0,0.1,54.7454,47.5,62.5,19.0,25.0,15.0,21.0,80.0,55.0
WFE/EPS,adjacent,raw,7,60.0,0.2,59.8997,65.0,55.0,26.0,22.0,18.0,14.0,80.0,60.0
WFE/EPS,adjacent,raw,8,45.0,-0.1,44.6889,52.5,37.5,21.0,15.0,25.0,19.0,80.0,45.0
WFE/EPS,adjacent,raw,9,53.75,0.075,53.7428,52.5,55.0,21.0,22.0,18.0,19.0,80.0,53.75
WFE/EPS,adjacent,raw,10,60.0,0.2,59.975,62.5,57.5,25.0,23.0,17.0,15.0,80.0,60.0
WFE/EPS,adjacent,raw,11,43.75,-0.125,43.5294,50.0,37.5,20.0,15.0,25.0,20.0,80.0,43.75
WFE/EPS,adjacent,raw,12,63.75,0.275,63.7443,65.0,62.5,26.0,25.0,15.0,14.0,80.0,63.75
WFE/EPS,adjacent,raw,13,50.0,0.0,49.2063,62.5,37.5,25.0,15.0,25.0,15.0,80.0,50.0
WFE/EPS,adjacent,raw,14,51.25,0.025,50.8739,42.5,60.0,17.0,24.0,16.0,23.0,80.0,51.25
WFE/EPS,adjacent,raw,15,50.0,0.0,48.8491,65.0,35.0,26.0,14.0,26.0,14.0,80.0,50.0
WFE/EPS,adjacent,raw,16,61.25,0.225,59.8381,42.5,80.0,17.0,32.0,8.0,23.0,80.0,61.25
WFE/EPS,adjacent,raw,17,45.0,-0.1,44.9656,47.5,42.5,19.0,17.0,23.0,21.0,80.0,45.0
WFE/EPS,adjacent,raw,18,58.75,0.175,58.5882,52.5,65.0,21.0,26.0,14.0,19.0,80.0,58.75
WFE/EPS,adjacent,cwt,1,47.7778,-0.0444,47.6161,53.3333,42.2222,24.0,19.0,26.0,21.0,90.0,47.7778
WFE/EPS,adjacent,cwt,2,57.5,0.15,57.4734,60.0,55.0,24.0,22.0,18.0,16.0,80.0,57.5
WFE/EPS,adjacent,cwt,3,48.75,-0.025,48.0931,37.5,60.0,15.0,24.0,16.0,25.0,80.0,48.75
WFE/EPS,adjacent,cwt,4,61.25,0.225,61.2439,62.5,60.0,25.0,24.0,16.0,15.0,80.0,61.25
WFE/EPS,adjacent,cwt,5,45.0,-0.1,45.0,45.0,45.0,18.0,18.0,22.0,22.0,80.0,45.0
WFE/EPS,adjacent,cwt,6,42.5,-0.15,42.464,40.0,45.0,16.0,18.0,22.0,24.0,80.0,42.5
WFE/EPS,adjacent,cwt,7,47.5,-0.05,47.3684,52.5,42.5,21.0,17.0,23.0,19.0,80.0,47.5
WFE/EPS,adjacent,cwt,8,58.75,0.175,58.6919,62.5,55.0,25.0,22.0,18.0,15.0,80.0,58.75
WFE/EPS,adjacent,cwt,9,56.25,0.125,56.1884,52.5,60.0,21.0,24.0,16.0,19.0,80.0,56.25
WFE/EPS,adjacent,cwt,10,48.75,-0.025,48.6778,52.5,45.0,21.0,18.0,22.0,19.0,80.0,48.75
WFE/EPS,adjacent,cwt,11,41.25,-0.175,41.2408,42.5,40.0,17.0,16.0,24.0,23.0,80.0,41.25
WFE/EPS,adjacent,cwt,12,62.5,0.25,62.5,62.5,62.5,25.0,25.0,15.0,15.0,80.0,62.5
WFE/EPS,adjacent,cwt,13,57.5,0.15,56.8254,45.0,70.0,18.0,28.0,12.0,22.0,80.0,57.5
WFE/EPS,adjacent,cwt,14,41.25,-0.175,41.2408,42.5,40.0,17.0,16.0,24.0,23.0,80.0,41.25
WFE/EPS,adjacent,cwt,15,57.5,0.15,57.0707,67.5,47.5,27.0,19.0,21.0,13.0,80.0,57.5
WFE/EPS,adjacent,cwt,16,52.5,0.05,52.4703,55.0,50.0,22.0,20.0,20.0,18.0,80.0,52.5
WFE/EPS,adjacent,cwt,17,40.0,-0.2,39.6606,32.5,47.5,13.0,19.0,21.0,27.0,80.0,40.0
WFE/EPS,adjacent,cwt,18,58.75,0.175,57.9551,45.0,72.5,18.0,29.0,11.0,22.0,80.0,58.75
WFE/SAA,distant,raw,1,64.4444,0.2889,64.3741,60.0,68.8889,27.0,31.0,14.0,18.0,90.0,64.4444
WFE/SAA,distant,raw,2,50.0,0.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,80.0,50.0
WFE/SAA,distant,raw,3,77.5,0.55,77.4436,72.5,82.5,29.0,33.0,7.0,11.0,80.0,77.5
WFE/SAA,distant,raw,4,82.5,0.65,82.4891,80.0,85.0,32.0,34.0,6.0,8.0,80.0,82.5
WFE/SAA,distant,raw,5,46.25,-0.075,46.1743,42.5,50.0,17.0,20.0,20.0,23.0,80.0,46.25
WFE/SAA,distant,raw,6,66.25,0.325,66.2447,65.0,67.5,26.0,27.0,13.0,14.0,80.0,66.25
WFE/SAA,distant,raw,7,60.0,0.2,59.8997,55.0,65.0,22.0,26.0,14.0,18.0,80.0,60.0
WFE/SAA,distant,raw,8,52.5,0.05,52.381,57.5,47.5,23.0,19.0,21.0,17.0,80.0,52.5
WFE/SAA,distant,raw,9,55.0,0.1,54.8872,50.0,60.0,20.0,24.0,16.0,20.0,80.0,55.0
WFE/SAA,distant,raw,10,58.75,0.175,58.5882,65.0,52.5,26.0,21.0,19.0,14.0,80.0,58.75
WFE/SAA,distant,raw,11,61.25,0.225,61.1954,65.0,57.5,26.0,23.0,17.0,14.0,80.0,61.25
WFE/SAA,distant,raw,12,70.0,0.4,69.9248,65.0,75.0,26.0,30.0,10.0,14.0,80.0,70.0
WFE/SAA,distant,raw,13,50.0,0.0,49.9687,47.5,52.5,19.0,21.0,19.0,21.0,80.0,50.0
WFE/SAA,distant,raw,14,53.75,0.075,53.3932,45.0,62.5,18.0,25.0,15.0,22.0,80.0,53.75
WFE/SAA,distant,raw,15,48.75,-0.025,48.549,42.5,55.0,17.0,22.0,18.0,23.0,80.0,48.75
WFE/SAA,distant,raw,16,60.0,0.2,59.975,62.5,57.5,25.0,23.0,17.0,15.0,80.0,60.0
WFE/SAA,distant,raw,17,52.5,0.05,52.2313,45.0,60.0,18.0,24.0,16.0,22.0,80.0,52.5
WFE/SAA,distant,raw,18,80.0,0.6,79.9499,85.0,75.0,34.0,30.0,10.0,6.0,80.0,80.0
WFE/SAA,distant,cwt,1,72.2222,0.4444,72.2188,73.3333,71.1111,33.0,32.0,13.0,12.0,90.0,72.2222
WFE/SAA,distant,cwt,2,53.75,0.075,53.7428,52.5,55.0,21.0,22.0,18.0,19.0,80.0,53.75
WFE/SAA,distant,cwt,3,68.75,0.375,68.5089,60.0,77.5,24.0,31.0,9.0,16.0,80.0,68.75
